book_name,top_k,uses_hnsw,latency_ms,plan_type
14. A Memory of Light,41,False,5201.999,Bitmap
14. A Memory of Light,42,False,3006.854,Bitmap
05. The Fires of Heaven,1,True,3.292,HNSW
05. The Fires of Heaven,5,True,3.164,HNSW
05. The Fires of Heaven,10,True,3.188,HNSW
05. The Fires of Heaven,15,True,3.192,HNSW
05. The Fires of Heaven,20,True,3.369,HNSW
05. The Fires of Heaven,25,True,3.15,HNSW
05. The Fires of Heaven,30,True,3.493,HNSW
05. The Fires of Heaven,31,True,3.333,HNSW
05. The Fires of Heaven,32,True,3.566,HNSW
05. The Fires of Heaven,33,True,3.061,HNSW
05. The Fires of Heaven,34,True,3.423,HNSW
05. The Fires of Heaven,35,True,3.052,HNSW
05. The Fires of Heaven,36,True,3.498,HNSW
05. The Fires of Heaven,37,True,3.143,HNSW
05. The Fires of Heaven,38,True,3.187,HNSW
05. The Fires of Heaven,39,True,3.221,HNSW
05. The Fires of Heaven,40,True,3.155,HNSW
05. The Fires of Heaven,41,False,4970.243,Bitmap
05. The Fires of Heaven,42,False,2829.75,Bitmap
04. The Shadow Rising,1,True,3.115,HNSW
04. The Shadow Rising,5,True,2.871,HNSW
04. The Shadow Rising,10,True,3.002,HNSW
04. The Shadow Rising,15,True,3.094,HNSW
04. The Shadow Rising,20,True,2.886,HNSW
04. The Shadow Rising,25,True,3.007,HNSW
04. The Shadow Rising,30,True,3.085,HNSW
04. The Shadow Rising,31,True,3.063,HNSW
04. The Shadow Rising,32,True,3.072,HNSW
04. The Shadow Rising,33,True,3.143,HNSW
04. The Shadow Rising,34,True,3.166,HNSW
04. The Shadow Rising,35,True,3.006,HNSW
04. The Shadow Rising,36,True,3.033,HNSW
04. The Shadow Rising,37,True,3.295,HNSW
04. The Shadow Rising,38,True,3.171,HNSW
04. The Shadow Rising,39,True,3.127,HNSW
04. The Shadow Rising,40,True,3.159,HNSW
04. The Shadow Rising,41,False,5634.817,Bitmap
04. The Shadow Rising,42,False,3373.586,Bitmap
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",1,True,3.201,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",5,True,2.996,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",10,True,3.107,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",15,True,3.318,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",20,True,3.398,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",25,True,3.679,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",30,True,3.478,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",31,True,3.472,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",32,True,3.559,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",33,True,3.329,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",34,True,3.276,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",35,True,3.479,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",36,True,3.537,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",37,True,3.16,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",38,True,3.373,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",39,True,3.444,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",40,True,3.7,HNSW
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",41,False,5542.972,Bitmap
"The Wheel of Time Companion _ The People, Places and History of the Bestselling Series",42,False,3143.092,Bitmap
06. Lord of Chaos,1,True,3.41,HNSW
06. Lord of Chaos,5,True,3.306,HNSW
06. Lord of Chaos,10,True,3.178,HNSW
06. Lord of Chaos,15,True,3.495,HNSW
06. Lord of Chaos,20,True,3.224,HNSW
06. Lord of Chaos,25,True,3.044,HNSW
06. Lord of Chaos,30,True,3.014,HNSW
06. Lord of Chaos,31,True,3.179,HNSW
06. Lord of Chaos,32,True,3.544,HNSW
06. Lord of Chaos,33,True,3.634,HNSW
06. Lord of Chaos,34,True,3.182,HNSW
06. Lord of Chaos,35,True,4.363,HNSW
06. Lord of Chaos,36,True,3.084,HNSW
06. Lord of Chaos,37,True,3.327,HNSW
06. Lord of Chaos,38,True,3.9,HNSW
06. Lord of Chaos,39,True,5.778,HNSW
06. Lord of Chaos,40,True,3.119,HNSW
06. Lord of Chaos,41,False,5493.681,Bitmap
06. Lord of Chaos,42,False,3414.926,Bitmap
